frame,x,y,z,rx,ry,rz
frame_000000.png,0.0,0.0,0.0,0.0,0.0,0.0
frame_000001.png,0.18617525696754456,-0.00983397290110588,0.03304029628634453,-0.03423246368765831,0.008248566649854183,0.0008270656690001488
frame_000002.png,0.4342750906944275,0.004106767475605011,0.09170162677764893,-0.08386556804180145,0.016582442447543144,0.006712656468153
frame_000003.png,0.7156693339347839,0.03073519468307495,0.16083380579948425,-0.13838517665863037,0.027007024735212326,0.019454721361398697
frame_000004.png,1.010020136833191,0.06126037985086441,0.23397000133991241,-0.19325941801071167,0.04025481268763542,0.04281524941325188
frame_000005.png,1.3082399368286133,0.09056426584720612,0.31272053718566895,-0.24503760039806366,0.05650746077299118,0.07508151233196259
frame_000006.png,1.602053165435791,0.11577495187520981,0.3978959321975708,-0.2933844327926636,0.07557795196771622,0.11709330976009369
frame_000007.png,1.8890891075134277,0.13437488675117493,0.49176648259162903,-0.33691275119781494,0.09757417440414429,0.1675563007593155
frame_000008.png,2.1667680740356445,0.1453476995229721,0.5985046625137329,-0.37762290239334106,0.12155169993638992,0.2255241870880127
frame_000009.png,2.435865879058838,0.14972808957099915,0.7175052165985107,-0.41602379083633423,0.14668448269367218,0.287712424993515
frame_000010.png,2.6981890201568604,0.14893054962158203,0.8479424715042114,-0.4529534578323364,0.17365065217018127,0.3523039221763611
frame_000011.png,2.956543207168579,0.14331766963005066,0.9864369630813599,-0.4890567660331726,0.20267432928085327,0.4200628101825714
frame_000012.png,3.2114593982696533,0.13255561888217926,1.1343859434127808,-0.5239280462265015,0.23313897848129272,0.49109384417533875
frame_000013.png,3.4646053314208984,0.11753243207931519,1.296252965927124,-0.5576371550559998,0.2650720775127411,0.5659024715423584
frame_000014.png,3.7149744033813477,0.09943918883800507,1.467473030090332,-0.5904368162155151,0.2982512414455414,0.6451542377471924
frame_000015.png,3.960155725479126,0.08021587133407593,1.6461306810379028,-0.62132728099823,0.33228400349617004,0.7272847294807434
frame_000016.png,4.200839042663574,0.06086380034685135,1.8299139738082886,-0.6493778824806213,0.3678542971611023,0.810458779335022
frame_000017.png,4.434688091278076,0.041855376213788986,2.021228551864624,-0.6738412380218506,0.4045635759830475,0.8939284682273865
frame_000018.png,4.660038471221924,0.02340548299252987,2.2179179191589355,-0.6941895484924316,0.4409416615962982,0.9775434732437134
frame_000019.png,4.879377841949463,0.006383122876286507,2.4154086112976074,-0.710465133190155,0.4768529534339905,1.0596362352371216
frame_000020.png,5.0934247970581055,-0.008733822032809258,2.6130292415618896,-0.7227659821510315,0.5125685930252075,1.140157699584961
frame_000021.png,5.299731254577637,-0.021874388679862022,2.810546875,-0.73354572057724,0.5466574430465698,1.219171166419983
frame_000022.png,5.49901008605957,-0.03269386291503906,3.0065436363220215,-0.745768129825592,0.581037163734436,1.2954272031784058
frame_000023.png,5.6913323402404785,-0.04055161401629448,3.200809955596924,-0.7582041025161743,0.6164873838424683,1.370113730430603
frame_000024.png,5.875452995300293,-0.045781977474689484,3.4012949466705322,-0.7678054571151733,0.6517056226730347,1.4475454092025757
frame_000025.png,6.058438777923584,-0.04725715517997742,3.6096436977386475,-0.7761266231536865,0.6872648000717163,1.5283397436141968
frame_000026.png,6.246018409729004,-0.04203292727470398,3.8172688484191895,-0.7844090461730957,0.7228875756263733,1.613615870475769
frame_000027.png,6.439594268798828,-0.029954534024000168,4.016326904296875,-0.792499840259552,0.7549576163291931,1.6974202394485474
frame_000028.png,6.640003204345703,-0.010251648724079132,4.202244758605957,-0.798913300037384,0.7810131907463074,1.7793893814086914
frame_000029.png,6.844964504241943,0.016932763159275055,4.375145435333252,-0.8042264580726624,0.8023632168769836,1.8595170974731445
frame_000030.png,7.050289154052734,0.05055127292871475,4.532086372375488,-0.8086739182472229,0.8181369304656982,1.9356460571289062
frame_000031.png,7.253547191619873,0.09315691143274307,4.671346664428711,-0.8113288879394531,0.8269174695014954,2.0056865215301514
frame_000032.png,7.450619697570801,0.14624708890914917,4.793768882751465,-0.8135246634483337,0.8290594220161438,2.064014196395874
frame_000033.png,7.640790939331055,0.2066705822944641,4.907105922698975,-0.8130924701690674,0.8268753290176392,2.1131720542907715
frame_000034.png,7.824349403381348,0.2697567343711853,5.019345760345459,-0.8105285167694092,0.8232794404029846,2.15753436088562
frame_000035.png,8.002981185913086,0.333324134349823,5.131503582000732,-0.8063706159591675,0.8188890814781189,2.197890281677246
frame_000036.png,8.182929992675781,0.3945882022380829,5.241279602050781,-0.800428032875061,0.8140789270401001,2.2284810543060303
frame_000037.png,8.367270469665527,0.45170050859451294,5.343597888946533,-0.7913108468055725,0.8089724183082581,2.2518362998962402
frame_000038.png,8.560699462890625,0.5058567523956299,5.4344377517700195,-0.7769958972930908,0.8048099279403687,2.266960382461548
frame_000039.png,8.761371612548828,0.5580487847328186,5.509722709655762,-0.7558513879776001,0.8022840023040771,2.2744829654693604
frame_000040.png,8.964285850524902,0.6074480414390564,5.569403648376465,-0.7289353013038635,0.8015051484107971,2.2747533321380615
frame_000041.png,9.172139167785645,0.6535950899124146,5.618285179138184,-0.7015472650527954,0.8024187684059143,2.2705838680267334
frame_000042.png,9.381368637084961,0.6938963532447815,5.6643524169921875,-0.6735864877700806,0.8058596253395081,2.2647173404693604
frame_000043.png,9.596031188964844,0.725324273109436,5.703904151916504,-0.647005558013916,0.8123433589935303,2.263416290283203
frame_000044.png,9.812938690185547,0.7482240796089172,5.741023540496826,-0.6247934699058533,0.8227778077125549,2.266904354095459
