frame_a,frame_b,tx,ty,tz,rx,ry,rz
frame_000000.png,frame_000001.png,0.005096006207168102,0.054347455501556396,0.03675477206707001,0.07638669013977051,-0.019697412848472595,0.09978707134723663
frame_000001.png,frame_000002.png,0.009522615931928158,0.049994319677352905,0.020004380494356155,0.06862039864063263,-0.02488277293741703,0.10232330858707428
frame_000002.png,frame_000003.png,0.013027471490204334,0.0483236089348793,0.009399160742759705,0.0648912787437439,-0.031090877950191498,0.10366985201835632
frame_000003.png,frame_000004.png,0.01600140705704689,0.04747026413679123,0.0027169696986675262,0.06286061555147171,-0.03633979707956314,0.10452847182750702
frame_000004.png,frame_000005.png,0.01841365545988083,0.04683699831366539,-0.0014606714248657227,0.061546944081783295,-0.040127985179424286,0.10534955561161041
frame_000005.png,frame_000006.png,0.020267173647880554,0.04609242454171181,-0.004008479416370392,0.0605015866458416,-0.0426727831363678,0.10605577379465103
frame_000006.png,frame_000007.png,0.02153000608086586,0.045362941920757294,-0.005356326699256897,0.05944579839706421,-0.04435109347105026,0.10675524920225143
frame_000007.png,frame_000008.png,0.022480854764580727,0.04462788254022598,-0.006074599921703339,0.058177005499601364,-0.0452360138297081,0.10749410092830658
frame_000008.png,frame_000009.png,0.023382073268294334,0.0438838005065918,-0.0064529553055763245,0.057294152677059174,-0.045595452189445496,0.1084485724568367
frame_000009.png,frame_000010.png,0.023993272334337234,0.043439000844955444,-0.006654374301433563,0.0565197728574276,-0.04584065079689026,0.10944496095180511
frame_000010.png,frame_000011.png,0.024568496271967888,0.04329545795917511,-0.006649591028690338,0.055893562734127045,-0.04617082327604294,0.11028093844652176
frame_000011.png,frame_000012.png,0.02494465559720993,0.0433674156665802,-0.0063627734780311584,0.0554964616894722,-0.04637238010764122,0.11085618287324905
frame_000012.png,frame_000013.png,0.025229457765817642,0.04343019053339958,-0.006191946566104889,0.05487684905529022,-0.0463164784014225,0.11121495068073273
frame_000013.png,frame_000014.png,0.025469182059168816,0.04361054301261902,-0.005834467709064484,0.054178252816200256,-0.04622849076986313,0.11156031489372253
frame_000014.png,frame_000015.png,0.025845184922218323,0.04380948469042778,-0.005542561411857605,0.05346527323126793,-0.04606602340936661,0.11194415390491486
frame_000015.png,frame_000016.png,0.02596912533044815,0.044086337089538574,-0.005423985421657562,0.05278182774782181,-0.04578133299946785,0.11225297302007675
frame_000016.png,frame_000017.png,0.025868911296129227,0.04418761655688286,-0.005417980253696442,0.052219826728105545,-0.04572657123208046,0.11222502589225769
frame_000017.png,frame_000018.png,0.025875406339764595,0.044526562094688416,-0.005431465804576874,0.05187263339757919,-0.04556915909051895,0.11220592260360718
frame_000018.png,frame_000019.png,0.025863874703645706,0.045038703829050064,-0.005354858934879303,0.051354341208934784,-0.045664094388484955,0.11222868412733078
frame_000019.png,frame_000020.png,0.02576713263988495,0.045517224818468094,-0.005394451320171356,0.051324836909770966,-0.04603330418467522,0.1120026558637619
frame_000020.png,frame_000021.png,0.02573588490486145,0.04582865163683891,-0.005527384579181671,0.0517384335398674,-0.04656212404370308,0.11162546277046204
frame_000021.png,frame_000022.png,0.025715477764606476,0.04611983150243759,-0.00601852685213089,0.051970236003398895,-0.047299616038799286,0.1111028641462326
frame_000022.png,frame_000023.png,0.02577758952975273,0.04658900946378708,-0.006408356130123138,0.05240994691848755,-0.04831065982580185,0.11076441407203674
frame_000023.png,frame_000024.png,0.025762388482689857,0.046839091926813126,-0.00639595091342926,0.052579477429389954,-0.04966463893651962,0.11043136566877365
frame_000024.png,frame_000025.png,0.025868698954582214,0.04719659313559532,-0.006585948169231415,0.05258555710315704,-0.05128510668873787,0.10978546738624573
frame_000025.png,frame_000026.png,0.02612914890050888,0.047580987215042114,-0.006692059338092804,0.052493780851364136,-0.05296732485294342,0.10932858288288116
frame_000026.png,frame_000027.png,0.026474399492144585,0.04762335494160652,-0.006769068539142609,0.05273491516709328,-0.05421311408281326,0.10895739495754242
frame_000027.png,frame_000028.png,0.02676202356815338,0.047678861767053604,-0.007268860936164856,0.05289645120501518,-0.055094197392463684,0.10885024070739746
frame_000028.png,frame_000029.png,0.026983045041561127,0.047707024961709976,-0.0076276883482933044,0.05275527760386467,-0.05515798553824425,0.10855509340763092
frame_000029.png,frame_000030.png,0.02725799009203911,0.047463640570640564,-0.007961206138134003,0.0528499074280262,-0.05461796000599861,0.10824817419052124
frame_000030.png,frame_000031.png,0.02791960909962654,0.046904563903808594,-0.008335374295711517,0.052977509796619415,-0.05368976667523384,0.10773877799510956
frame_000031.png,frame_000032.png,0.02891492284834385,0.04604911804199219,-0.008980460464954376,0.05314958840608597,-0.052841246128082275,0.10666346549987793
frame_000032.png,frame_000033.png,0.0297137089073658,0.04568394273519516,-0.009632125496864319,0.053177185356616974,-0.05225220322608948,0.1052740067243576
frame_000033.png,frame_000034.png,0.030071135610342026,0.04634751379489899,-0.010176427662372589,0.05303562432527542,-0.05253908783197403,0.10401609539985657
frame_000034.png,frame_000035.png,0.030558887869119644,0.04729057103395462,-0.010455049574375153,0.0528951920568943,-0.05291171371936798,0.10325613617897034
frame_000035.png,frame_000036.png,0.03090548887848854,0.04815056174993515,-0.010672099888324738,0.052612148225307465,-0.05301221087574959,0.10322093963623047
frame_000036.png,frame_000037.png,0.031202737241983414,0.04882447421550751,-0.010801658034324646,0.052408572286367416,-0.05279340595006943,0.10357024520635605
frame_000037.png,frame_000038.png,0.030950088053941727,0.04907945916056633,-0.010590054094791412,0.052206672728061676,-0.05228211358189583,0.10396528989076614
frame_000038.png,frame_000039.png,0.03038911148905754,0.048741914331912994,-0.009978987276554108,0.0519726388156414,-0.05190812796354294,0.10471028089523315
frame_000039.png,frame_000040.png,0.029808547347784042,0.04811478406190872,-0.009016521275043488,0.05179500952363014,-0.05196734890341759,0.10493582487106323
frame_000040.png,frame_000041.png,0.02894519828259945,0.04744603857398033,-0.007881253957748413,0.051774002611637115,-0.0524648018181324,0.10499320179224014
frame_000041.png,frame_000042.png,0.02842709794640541,0.04660637676715851,-0.006788209080696106,0.052872829139232635,-0.05315787345170975,0.10501161217689514
frame_000042.png,frame_000043.png,0.028206869959831238,0.04554592818021774,-0.005998648703098297,0.05376317724585533,-0.05358843505382538,0.10520339757204056
frame_000043.png,frame_000044.png,0.0280965156853199,0.04404140263795853,-0.005860365927219391,0.053898122161626816,-0.05389237776398659,0.10506444424390793
frame_000044.png,frame_000045.png,0.027860097587108612,0.042634688317775726,-0.005639217793941498,0.05436437577009201,-0.054018568247556686,0.10470157116651535
frame_000045.png,frame_000046.png,0.02860824577510357,0.04203104227781296,-0.005516968667507172,0.05493195354938507,-0.05397159233689308,0.10409318655729294
frame_000046.png,frame_000047.png,0.029531892389059067,0.042148277163505554,-0.005005978047847748,0.05535797029733658,-0.0542711541056633,0.10328732430934906
frame_000047.png,frame_000048.png,0.03127621114253998,0.04304661974310875,-0.0030970796942710876,0.05635392665863037,-0.05433176830410957,0.102074533700943
frame_000048.png,frame_000049.png,0.0327579528093338,0.04290349408984184,-0.0015364587306976318,0.05673973262310028,-0.05420687422156334,0.10035169869661331
frame_000049.png,frame_000050.png,0.03379582613706589,0.041882917284965515,-0.0011416301131248474,0.057545006275177,-0.053266242146492004,0.09916601330041885
frame_000050.png,frame_000051.png,0.03549867495894432,0.040789492428302765,-0.000545598566532135,0.05760360509157181,-0.0508643202483654,0.09928475320339203
frame_000051.png,frame_000052.png,0.036186736077070236,0.039735063910484314,3.71783971786499e-05,0.05714404210448265,-0.04943142831325531,0.0991806909441948
frame_000052.png,frame_000053.png,0.03476864472031593,0.037901587784290314,0.0019387751817703247,0.05578989535570145,-0.048270925879478455,0.0991165041923523
frame_000053.png,frame_000054.png,0.03160117194056511,0.03709249943494797,0.004023119807243347,0.05525039881467819,-0.04743989557027817,0.09980900585651398
frame_000054.png,frame_000055.png,0.029524032026529312,0.03509189933538437,0.006303250789642334,0.05414817854762077,-0.044933512806892395,0.10201245546340942
frame_000055.png,frame_000056.png,0.02739938162267208,0.03333001211285591,0.006200786679983139,0.05315115302801132,-0.043862100690603256,0.10424891114234924
frame_000056.png,frame_000057.png,0.024312254041433334,0.0322132334113121,0.006093323230743408,0.05237376317381859,-0.04413067549467087,0.10479342192411423
frame_000057.png,frame_000058.png,0.021427258849143982,0.031489379703998566,0.006663218140602112,0.05298719182610512,-0.04505622386932373,0.10460508614778519
frame_000058.png,frame_000059.png,0.019551711156964302,0.031038913875818253,0.007294878363609314,0.05444163456559181,-0.04512980580329895,0.10511678457260132
frame_000059.png,frame_000060.png,0.019866716116666794,0.0294276662170887,0.0074338652193546295,0.052698299288749695,-0.0447273924946785,0.10631390661001205
frame_000060.png,frame_000061.png,0.022007599472999573,0.030315421521663666,0.009484786540269852,0.04794536903500557,-0.04494047537446022,0.10987766087055206
frame_000061.png,frame_000062.png,0.023214291781187057,0.03108685463666916,0.011687196791172028,0.043736644089221954,-0.0452766977250576,0.11281556636095047
frame_000062.png,frame_000063.png,0.0252691637724638,0.030675366520881653,0.013462558388710022,0.04018523171544075,-0.04426494985818863,0.11456989496946335
frame_000063.png,frame_000064.png,0.025536060333251953,0.03214472904801369,0.014422275125980377,0.03677695617079735,-0.0447612926363945,0.1142253652215004
frame_000064.png,frame_000065.png,0.02680853381752968,0.03600187599658966,0.014146402478218079,0.03462963551282883,-0.043172139674425125,0.11233031749725342
frame_000065.png,frame_000066.png,0.026839004829525948,0.03983065485954285,0.011532172560691833,0.03662225231528282,-0.04285604506731033,0.11081438511610031
