frame,x,y,z,rx,ry,rz
frame_000000.png,0.0,0.0,0.0,0.0,0.0,0.0
frame_000001.png,0.08801167458295822,-0.0008494406938552856,0.020368169993162155,-0.017503073439002037,0.003794478252530098,-0.025521159172058105
frame_000002.png,0.17010197043418884,0.027376912534236908,0.06088418513536453,-0.04588473588228226,0.007971927523612976,-0.06675034761428833
frame_000003.png,0.24499639868736267,0.07353205978870392,0.11200074851512909,-0.08095681667327881,0.013836708851158619,-0.11891477555036545
frame_000004.png,0.31255316734313965,0.13068705797195435,0.1688183695077896,-0.11990857869386673,0.021760787814855576,-0.17772778868675232
frame_000005.png,0.37406715750694275,0.19438162446022034,0.22908733785152435,-0.161384716629982,0.03154252469539642,-0.23999780416488647
frame_000006.png,0.43037140369415283,0.2619430422782898,0.2917347550392151,-0.20466722548007965,0.04284299537539482,-0.30405470728874207
frame_000007.png,0.48264843225479126,0.33189481496810913,0.3565651774406433,-0.24908679723739624,0.05511888116598129,-0.36912328004837036
frame_000008.png,0.5322055220603943,0.40337133407592773,0.42247045040130615,-0.29410359263420105,0.06813281774520874,-0.43481719493865967
frame_000009.png,0.5803359150886536,0.475669264793396,0.4892253875732422,-0.33952751755714417,0.0815965086221695,-0.500869631767273
frame_000010.png,0.6279339790344238,0.5485376119613647,0.5567470788955688,-0.385328471660614,0.09527041018009186,-0.5671626329421997
frame_000011.png,0.675143837928772,0.62163245677948,0.6243981719017029,-0.4314371645450592,0.10911798477172852,-0.6338353157043457
frame_000012.png,0.7220444083213806,0.6948474049568176,0.6927515268325806,-0.4774940609931946,0.12303945422172546,-0.7008106708526611
frame_000013.png,0.7686494588851929,0.7679455280303955,0.7615299820899963,-0.5236648917198181,0.1370505839586258,-0.7679312825202942
frame_000014.png,0.814780056476593,0.8409351706504822,0.8305095434188843,-0.5699288249015808,0.1511421650648117,-0.835096538066864
frame_000015.png,0.8608099222183228,0.9139379858970642,0.899536669254303,-0.6164990663528442,0.16527418792247772,-0.9024664759635925
frame_000016.png,0.9071088433265686,0.9869617223739624,0.9689664840698242,-0.6631861329078674,0.17940548062324524,-0.969802737236023
frame_000017.png,0.9532992839813232,1.0599068403244019,1.038450837135315,-0.7101243734359741,0.19339655339717865,-1.0369595289230347
frame_000018.png,0.9997182488441467,1.1327784061431885,1.1078712940216064,-0.7573481798171997,0.20734384655952454,-1.1039866209030151
frame_000019.png,1.0461463928222656,1.2057321071624756,1.177891731262207,-0.804689884185791,0.22135649621486664,-1.1711214780807495
frame_000020.png,1.0923324823379517,1.2783704996109009,1.2472416162490845,-0.8521270751953125,0.23551394045352936,-1.2386443614959717
frame_000021.png,1.1383575201034546,1.3510267734527588,1.3166399002075195,-0.8997061848640442,0.24969600141048431,-1.3063254356384277
frame_000022.png,1.1843256950378418,1.4237511157989502,1.3863551616668701,-0.947151780128479,0.26384371519088745,-1.3743999004364014
